iter	RMSE
356	0.1810459592
357	0.1807937947
358	0.1805456892
359	0.1802989583
360	0.1800489608
361	0.1798164043
362	0.179584584
363	0.1793708134
364	0.1791247504
365	0.1788662712
366	0.1786351592
367	0.1783925035
368	0.1781891918
369	0.1779463115
370	0.1777355479
371	0.1775054315
372	0.1772514033
373	0.1770227438
374	0.1767688572
375	0.1765438026
376	0.1762789891
377	0.1760522213
378	0.1758292314
379	0.1755998047
380	0.17539128
381	0.1751727452
382	0.1749501093
383	0.1747301923
384	0.174490395
385	0.1742564641
386	0.1740485141
387	0.173838606
388	0.1736234692
389	0.1733923592
390	0.1731887722
391	0.1729929928
392	0.1727630388
393	0.1725589684
394	0.1723298604
395	0.1721197102
396	0.1719211826
397	0.1717145954
398	0.171544901
399	0.1713464158
400	0.1711341745
401	0.1709215585
402	0.1707075384
403	0.1705012191
404	0.1702901217
405	0.1700824888
406	0.1698791008
407	0.1697085646
408	0.1694985198
409	0.1693004655
410	0.1690980961
411	0.168909791
412	0.1687082617
413	0.1685164998
414	0.1683314585
415	0.1681427104
416	0.1679577668
417	0.1677517415
418	0.1675655895
419	0.1673819784
420	0.1671754712
421	0.1669696804
422	0.1667805272
423	0.166600612
424	0.1663865893
425	0.1661869942
426	0.1660087032
427	0.1658197268
428	0.1656352116
429	0.1654872443
430	0.1653059935
431	0.1651347388
432	0.1649610686
433	0.1647770402
434	0.1645823249
435	0.1644094759
436	0.1642293361
437	0.1640557939
438	0.1638640056
439	0.1636818884
440	0.1635247714
441	0.1633515348
442	0.1631658199
443	0.162991019
444	0.1628257633
445	0.1626563537
446	0.1624847899
447	0.1623128718
448	0.1621384812
449	0.1619702913
450	0.1618220412
451	0.1616638383
452	0.1614914692
453	0.1613256036
454	0.1611416674
455	0.1609740738
456	0.1608034214
457	0.1606342705
458	0.1604679974
459	0.1602945912
460	0.1601534111
461	0.1600047175
462	0.1598471693
463	0.1596722703
464	0.1594986262
465	0.1593295519
466	0.159172866
467	0.1590231079
468	0.1588786102
469	0.1587267438
470	0.1585712235
471	0.1584038121
472	0.1582624318
473	0.1580965104
474	0.1579477306
475	0.1578044511
476	0.1576577896
477	0.1574930315
478	0.15735872
479	0.1572223789
480	0.1570726036
481	0.1569215238
482	0.1567762621
483	0.1566308077
484	0.1564881996
485	0.1563336537
486	0.1561839102
487	0.1560382905
488	0.1559004467
489	0.1557543192
490	0.1556088812
491	0.155489963
492	0.1553632756
493	0.1552195967
494	0.155077702
495	0.1549423223
496	0.1548122256
497	0.1546657037
498	0.1545387522
499	0.1543978168
500	0.1542613925
501	0.1541233474
502	0.1540037644
503	0.1538607447
504	0.1537276154
505	0.1535879827
506	0.1534541749
507	0.1533285646
508	0.1531968429
509	0.1530704056
510	0.1529336832
511	0.1528030643
512	0.1526926898
513	0.1525586729
514	0.1524423569
515	0.1523129736
516	0.1521856702
517	0.1520602137
518	0.1519425019
519	0.151807855
520	0.1517006667
521	0.1515885113
522	0.1514885002
523	0.151358136
524	0.1512355883
525	0.1511141076
526	0.1509976346
527	0.1508605184
528	0.1507399835
529	0.1506245547
530	0.1504873016
531	0.1503638373
532	0.150248663
533	0.1501248348
534	0.150015513
535	0.1498777448
536	0.1497574714
537	0.1496306253
538	0.1495141258
539	0.1494018402
540	0.1492986524
541	0.1491836784
542	0.1490721059
543	0.1489639161
544	0.1488403051
545	0.1487322538
546	0.1486159957
547	0.1484995056
548	0.1483840163
549	0.1482513762
550	0.1481368259
551	0.1480305043
552	0.1479117325
553	0.1477977864
554	0.1477070644
555	0.1475900079
556	0.1474775685
557	0.1473750922
558	0.1472744169
559	0.1471542744
560	0.1470384158
561	0.1469209804
562	0.1468181679
563	0.1467235727
564	0.1466218924
565	0.1465153355
566	0.1463953809
567	0.1462969056
568	0.1461811285
569	0.1460735697
570	0.1459576614
571	0.1458445169
572	0.1457380373
573	0.1456274869
574	0.1455361846
575	0.1454323358
576	0.1453206127
577	0.1452131061
578	0.1451107659
579	0.1450289196
580	0.1449270048
581	0.1448194875
582	0.1447168653
583	0.1446192946
584	0.144519906
585	0.1444218329
586	0.1442997882
587	0.1441969618
588	0.1440917286
589	0.1439899211
590	0.143895866
591	0.1437829686
592	0.1436720665
593	0.143573829
594	0.1434721486
595	0.1433959986
596	0.1433079316
597	0.1432195899
598	0.143132235
599	0.1430655916
600	0.1429742013
601	0.1428770343
602	0.1427888697
603	0.1426922183
604	0.1425986393
605	0.1425123339
606	0.1424163071
607	0.1423221962
608	0.1422238938
609	0.1421186092
610	0.1420156857
611	0.1419300346
612	0.1418411097
613	0.1417401098
614	0.141644711
615	0.141549102
616	0.1414511191
617	0.1413577684
618	0.1412682513
619	0.1411821467
620	0.1410831353
621	0.1409788166
622	0.1409057781
623	0.1408101457
624	0.1407316419
625	0.1406441804
626	0.1405564259
627	0.1404669398
628	0.1403734279
629	0.140295669
630	0.1402090065
631	0.1401465943
632	0.1400671285
633	0.13997305
634	0.139894989
635	0.1398017253
636	0.1396983929
637	0.1396193151
638	0.1395353607
639	0.1394457933
640	0.1393552253
641	0.1392749788
642	0.1391890832
643	0.139112738
644	0.1390411373
645	0.1389531281
646	0.1388582925
647	0.1387826486
648	0.1387067046
649	0.1386102928
650	0.1385345639
651	0.1384532729
652	0.1383673714
653	0.1382926221
654	0.138207339
655	0.1381273017
656	0.1380386687
657	0.1379646413
658	0.137883827
659	0.13780302
660	0.1377343181
661	0.1376586555
662	0.1375937429
663	0.1375300895
664	0.1374663099
665	0.1373828421
666	0.1373104415
667	0.1372417867
668	0.1371615314
669	0.1370800142
670	0.1370120194
671	0.1369481199
672	0.1368811018
673	0.1368111224
674	0.1367392842
675	0.1366606158
676	0.1365897716
677	0.1365107239
678	0.1364350694
679	0.1363549745
680	0.1362851214
681	0.1362141685
682	0.1361538134
683	0.1360791741
684	0.135997918
685	0.1359173601
686	0.135848153
687	0.1357812329
688	0.1357187643
689	0.1356502255
690	0.1355714494
691	0.1355054777
692	0.1354412824
693	0.1353774722
694	0.1353096799
695	0.1352361597
696	0.1351690083
697	0.1351158587
698	0.1350482128
699	0.1349774601
700	0.1348956981
701	0.1348317581
702	0.1347757164
703	0.1347114112
704	0.1346539112
705	0.1345877074
706	0.1345133201
707	0.1344490569
708	0.1343865902
709	0.1343255865
710	0.1342695808
711	0.1342132304
712	0.134147062
713	0.1340844743
714	0.1340252764
715	0.1339720374
716	0.1339267861
717	0.1338571807
718	0.1337812058
719	0.1337121398
720	0.1336391133
721	0.1335713106
722	0.1335098404
723	0.1334403713
724	0.1333634287
725	0.1332969114
726	0.1332370027
727	0.1331738532
728	0.1331118661
729	0.1330508917
730	0.1329813801
731	0.1329143323
732	0.1328594414
733	0.1327838794
734	0.1327103177
735	0.1326462793
736	0.1325879922
737	0.1325242118
738	0.1324740232
739	0.1324116388
740	0.1323460267
741	0.1322836128
742	0.1322254189
743	0.1321693007
744	0.1321017755
745	0.1320451324
746	0.1319839768
747	0.1319323961
748	0.1318832507
749	0.1318057598
750	0.1317379611
751	0.1316713741
752	0.1316166355
753	0.1315550976
754	0.1315062591
755	0.1314436818
756	0.1313811086
757	0.1313315674
758	0.1312680308
759	0.1312127127
760	0.131151738
761	0.1310930898
762	0.1310272326
763	0.1309706863
764	0.1309046138
765	0.1308493448
766	0.1307888456
767	0.1307350937
768	0.1306838636
769	0.1306205322
770	0.1305585322
771	0.1305018536
772	0.1304399952
773	0.1303712468
774	0.1303223039
775	0.1302671415
776	0.1302023163
777	0.1301534332
778	0.1300869684
779	0.1300246488
780	0.1299726497
781	0.1299175557
782	0.1298509137
783	0.1297941351
784	0.1297324174
785	0.1296827593
786	0.1296327592
787	0.1295676974
788	0.129511531
789	0.1294663484
790	0.1294097752
791	0.1293564128
792	0.1293045975
793	0.1292582295
794	0.1291977693
795	0.1291523131
796	0.129101297
797	0.1290475508
798	0.1289988088
799	0.1289462828
800	0.1288982718
801	0.1288514888
802	0.1287996723
803	0.1287597229
804	0.1287068082
805	0.1286654039
806	0.128619527
807	0.1285652365
808	0.1285202275
809	0.1284716768
810	0.1284323277
811	0.1283809616
812	0.1283329904
813	0.1282949554
814	0.1282465881
815	0.1281854715
816	0.1281247148
817	0.1280847058
818	0.128020941
819	0.1279710703
820	0.127917067
821	0.1278523586
822	0.1277997761
823	0.1277509383
824	0.1277015567
825	0.1276502101
826	0.1276140601
827	0.1275616822
828	0.1275179211
829	0.1274753412
830	0.1274279258
831	0.1273758575
832	0.1273271224
833	0.127273624
834	0.1272254956
835	0.1271702251
836	0.1271260791
837	0.1270655141
838	0.1270257862
839	0.1269673738
840	0.1269175656
841	0.126863025
842	0.1268173194
843	0.1267610243
844	0.1267122794
845	0.126663414
846	0.1266081784
847	0.1265606857
848	0.1265073369
849	0.1264572858
850	0.1264112992
851	0.1263721796
852	0.1263273582
853	0.1262699614
854	0.1262367996
855	0.1261927606
856	0.1261425098
857	0.1260992458
858	0.1260484974
859	0.1260031138
860	0.1259670837
861	0.1259272607
862	0.1258783858
863	0.1258239004
864	0.1257732451
865	0.1257347803
866	0.1256936323
867	0.1256563557
868	0.1256058078
869	0.1255666751
870	0.1255236782
871	0.1254808312
872	0.1254426944
873	0.1253953232
874	0.1253479636
875	0.1253016725
876	0.1252580936
877	0.1252172231
878	0.1251830915
879	0.1251356756
880	0.1250953221
881	0.1250510279
882	0.1250141331
883	0.1249715484
884	0.1249258433
885	0.1248883392
886	0.1248494743
887	0.124809954
888	0.1247635769
889	0.1247249596
890	0.124685907
891	0.12464356
892	0.1246010603
893	0.1245642439
894	0.1245240054
895	0.1244795414
896	0.124427025
897	0.1243911933
898	0.1243534153
899	0.1243192262
900	0.124277369
901	0.124234095
902	0.1241734876
903	0.124134095
904	0.1240837575
905	0.1240481049
906	0.1240097658
907	0.1239610106
908	0.1239264396
909	0.1238892245
910	0.1238441942
911	0.1238135069
912	0.1237673826
913	0.1237327026
914	0.1236866583
915	0.1236393684
916	0.123609695
917	0.1235670046
918	0.1235388281
919	0.1234905399
920	0.1234532919
921	0.1234145178
922	0.1233631469
923	0.1233180201
924	0.1232818597
925	0.1232426044
926	0.1232131658
927	0.1231846691
928	0.1231452162
929	0.1231077499
930	0.1230691669
931	0.1230235761
932	0.1229730411
933	0.1229319618
934	0.1229019206
935	0.1228600055
936	0.1228213587
937	0.1227876657
938	0.1227487827
939	0.1227158402
940	0.1226714032
941	0.1226350074
942	0.1225912148
943	0.1225456012
944	0.1224978106
945	0.1224602823
946	0.1224203717
947	0.1223916338
948	0.1223530099
949	0.1223165884
950	0.1222862621
951	0.1222502882
952	0.1222117182
953	0.1221802575
954	0.1221439494
955	0.1221067695
956	0.1220663906
957	0.1220231244
958	0.1219930337
959	0.1219584343
960	0.1219216729
961	0.1218875866
962	0.1218494064
963	0.1218176768
964	0.1217776917
965	0.1217433875
966	0.1217034374
967	0.1216659836
968	0.1216309553
969	0.1215844588
970	0.1215447605
971	0.1215096671
972	0.1214832845
973	0.1214473811
974	0.1213985597
975	0.1213648615
976	0.1213274196
977	0.1212946492
978	0.1212552807
979	0.1212230456
980	0.1211923814
981	0.1211586632
982	0.1211314877
983	0.1211062775
984	0.1210778386
985	0.1210482739
986	0.1210096222
987	0.1209696021
988	0.1209344799
989	0.1209051869
990	0.1208676214
991	0.1208288031
992	0.1207956636
993	0.1207625283
994	0.1207311204
995	0.1207004102
996	0.1206751312
997	0.1206492198
998	0.1206178382
999	0.1205879118
1000	0.1205535062
1001	0.1205128825
1002	0.1204759733
1003	0.120441178
1004	0.1203985196
1005	0.1203567109
1006	0.120321985
1007	0.1203008427
1008	0.1202717015
1009	0.1202342534
1010	0.1202029412
1011	0.1201649746
1012	0.1201280263
1013	0.120094572
1014	0.1200591611
1015	0.1200216497
1016	0.1199986337
1017	0.1199694601
1018	0.1199292677
1019	0.1199053457
1020	0.1198754797
1021	0.119848435
1022	0.119821749
1023	0.1197900956
1024	0.1197509497
1025	0.1197157126
1026	0.1196823748
1027	0.1196534896
1028	0.1196221962
1029	0.1195953089
1030	0.1195686513
1031	0.1195416781
1032	0.1195076874
1033	0.119477685
1034	0.1194556703
1035	0.119430844
1036	0.1193917162
1037	0.1193628203
1038	0.11932728
1039	0.1192918963
1040	0.119261003
1041	0.1192300374
1042	0.1191941277
1043	0.1191654432
1044	0.119129572
1045	0.1191012632
1046	0.1190755029
1047	0.1190311363
1048	0.1190035753
1049	0.1189716913
1050	0.1189462303
1051	0.1189029541
1052	0.1188750935
1053	0.1188438621
1054	0.1188120389
1055	0.118781672
1056	0.1187562294
1057	0.1187294949
1058	0.1187045542
1059	0.1186771085
1060	0.1186469576
1061	0.1186229169
1062	0.1185874887
1063	0.1185685793
1064	0.1185387423
1065	0.1185023681
1066	0.1184806555
1067	0.1184537826
1068	0.1184268549
1069	0.1184030639
1070	0.1183747906
1071	0.1183472442
1072	0.1183214244
1073	0.1182953171
1074	0.118265616
1075	0.1182362832
1076	0.1182068445
1077	0.1181778617
1078	0.1181402124
1079	0.1181060335
1080	0.1180770016
1081	0.1180482182
1082	0.1180140626
1083	0.1179880787
1084	0.1179672003
1085	0.1179404289
1086	0.1179181774
1087	0.1178859563
1088	0.1178607745
1089	0.1178369834
1090	0.1177993079
1091	0.1177680635
1092	0.1177494751
1093	0.117712034
1094	0.1176894878
1095	0.1176537893
1096	0.1176284003
1097	0.1176035238
1098	0.1175749606
1099	0.1175472809
1100	0.1175179335
1101	0.1174994914
1102	0.1174648327
1103	0.1174410585
1104	0.1174181501
1105	0.1173973787
1106	0.1173807082
1107	0.1173574063
1108	0.1173217632
1109	0.1172984992
1110	0.1172730568
1111	0.1172406692
1112	0.1172153118
1113	0.1171776965
1114	0.1171534339
1115	0.1171282213
1116	0.1171002364
1117	0.1170685505
1118	0.1170294381
1119	0.1170032807
1120	0.1169814728
1121	0.116954278
1122	0.1169312756
1123	0.1169109802
1124	0.1168833861
1125	0.1168581218
1126	0.1168397324
1127	0.1168129426
1128	0.1167917371
1129	0.1167652952
1130	0.1167405043
1131	0.1167200925
1132	0.116689673
1133	0.1166711166
1134	0.1166436368
1135	0.1166215382
1136	0.1165938255
1137	0.1165751054
1138	0.1165493783
1139	0.1165274854
1140	0.116496579
1141	0.1164717581
1142	0.1164490145
1143	0.1164269473
1144	0.1163924938
1145	0.1163630965
1146	0.1163337403
1147	0.1163095517
1148	0.1162804998
1149	0.1162538177
1150	0.1162272237
1151	0.116200582
1152	0.1161637211
1153	0.1161367172
1154	0.1161076789
1155	0.1160841234
1156	0.1160550888
1157	0.1160337722
1158	0.1160071631
1159	0.1159798242
1160	0.1159625225
1161	0.1159347923
1162	0.1159134324
1163	0.1158910624
1164	0.1158673634
1165	0.1158423942
1166	0.1158112587
1167	0.1157793148
1168	0.1157571941
1169	0.1157371143
1170	0.1157074575
1171	0.1156869611
1172	0.1156660338
1173	0.1156441822
1174	0.1156270274
1175	0.1155979238
1176	0.1155793796
1177	0.1155529256
1178	0.1155241403
1179	0.1154941419
1180	0.1154735655
1181	0.1154504586
1182	0.1154308468
1183	0.1154133774
1184	0.1153905334
1185	0.1153655655
1186	0.1153439892
1187	0.1153236645
1188	0.1153056854
1189	0.1152700455
1190	0.115240587
1191	0.1152203776
1192	0.1152009837
1193	0.1151754273
1194	0.1151508003
1195	0.1151292739
1196	0.1151050505
1197	0.1150855706
1198	0.1150616728
1199	0.1150407567
1200	0.1150170617
1201	0.114991465
1202	0.1149639608
1203	0.1149395723
1204	0.114911347
1205	0.1148859024
1206	0.1148636112
1207	0.1148382188
1208	0.1148172089
1209	0.1148024604
1210	0.1147751385
1211	0.1147543298
1212	0.1147258445
1213	0.1147010702
1214	0.1146706871
1215	0.1146454003
1216	0.1146257619
1217	0.1145959241
1218	0.1145768828
1219	0.1145572709
1220	0.1145289417
1221	0.1145056313
1222	0.1144756184
1223	0.114460818
1224	0.1144406082
1225	0.1144236109
1226	0.1144097037
1227	0.1143838355
1228	0.1143647607
1229	0.1143418668
1230	0.1143184686
1231	0.1143014677
1232	0.1142834903
1233	0.1142594082
1234	0.1142286776
1235	0.1142073693
1236	0.1141891349
1237	0.1141688163
1238	0.1141443137
1239	0.1141149423
1240	0.1140903141
1241	0.1140670449
1242	0.114047177
1243	0.1140217099
1244	0.113998119
1245	0.1139774609
1246	0.1139538548
1247	0.1139398718
1248	0.1139126392
1249	0.1138919518
1250	0.1138707913
1251	0.1138414262
1252	0.1138163756
1253	0.1137982957
1254	0.1137812784
1255	0.1137672276
1256	0.1137450895
1257	0.113720884
1258	0.1137022044
1259	0.1136787516
1260	0.1136571326
1261	0.1136328885
1262	0.1136154699
1263	0.1135986922
1264	0.11358112
1265	0.1135595926
1266	0.1135460803
1267	0.1135248454
1268	0.1134990249
1269	0.1134837586
1270	0.1134669416
1271	0.1134492354
1272	0.1134193489
1273	0.113400651
1274	0.1133856713
1275	0.1133623904
1276	0.1133320574
1277	0.1133108436
1278	0.1132928237
1279	0.1132743708
1280	0.1132546194
1281	0.1132321135
1282	0.1132106432
1283	0.1131834423
1284	0.1131577723
1285	0.1131382063
1286	0.1131181182
1287	0.1131009229
1288	0.1130836349
1289	0.1130604038
1290	0.1130374769
1291	0.1130085025
1292	0.1129856053
1293	0.1129617553
1294	0.1129413075
1295	0.112924856
1296	0.1129052783
1297	0.1128933647
1298	0.1128743882
1299	0.1128514792
1300	0.1128377136
1301	0.112820302
1302	0.112805047
1303	0.112773933
1304	0.1127514708
1305	0.1127247646
1306	0.1126982925
1307	0.1126826399
1308	0.1126662534
1309	0.1126457647
1310	0.1126234564
1311	0.1126056963
1312	0.1125779247
1313	0.112551871
1314	0.112532438
1315	0.1125059864
1316	0.1124868767
1317	0.1124704762
1318	0.1124542081
1319	0.1124328118
1320	0.1124077176
1321	0.1123905087
1322	0.112375332
1323	0.1123530643
1324	0.1123324301
1325	0.1123059051
1326	0.1122834386
1327	0.1122632392
1328	0.1122443074
1329	0.1122225028
1330	0.1122040481
1331	0.1121837232
1332	0.1121670107
1333	0.1121539721
1334	0.1121304408
1335	0.1121117087
1336	0.1120855813
1337	0.1120669654
1338	0.1120426906
1339	0.1120246913
1340	0.1120051103
1341	0.1119885248
1342	0.1119753809
1343	0.1119516941
1344	0.1119297418
1345	0.1119069856
1346	0.1118824619
1347	0.1118650817
1348	0.111852948
1349	0.1118338958
1350	0.1118190729
1351	0.1118029669
1352	0.1117902886
1353	0.1117715745
1354	0.1117525033
1355	0.1117331751
1356	0.1117116725
1357	0.1116910671
1358	0.1116738006
1359	0.1116509261
1360	0.1116353816
1361	0.1116117088
1362	0.1115912191
1363	0.1115726781
1364	0.1115550016
1365	0.1115325472
1366	0.1115202572
1367	0.1114961821
1368	0.1114807357
1369	0.1114614942
1370	0.1114417902
1371	0.1114191962
1372	0.1113984444
1373	0.111379346
1374	0.1113651319
1375	0.1113428232
1376	0.1113235225
1377	0.1112991415
1378	0.1112795485
1379	0.1112651832
1380	0.1112403472
1381	0.1112199827
1382	0.11120082
1383	0.1111818052
1384	0.1111600881
1385	0.1111397632
1386	0.1111210971
1387	0.1111024944
1388	0.1110870178
1389	0.1110660566
1390	0.1110486854
1391	0.1110313629
1392	0.111007852
1393	0.1109999565
1394	0.1109829801
1395	0.1109643117
1396	0.1109446116
1397	0.1109284239
1398	0.1109088207
1399	0.1108931812
1400	0.110868838
1401	0.1108491735
1402	0.1108308313
1403	0.1108184121
1404	0.110800185
1405	0.1107904516
1406	0.11077518
1407	0.1107578277
1408	0.1107348394
1409	0.1107165662
1410	0.1106961055
1411	0.1106704347
1412	0.110651613
1413	0.1106339718
1414	0.1106208943
1415	0.1106086917
1416	0.1105880987
1417	0.1105744743
1418	0.1105558538
1419	0.1105485903
1420	0.1105353853
1421	0.1105200435
1422	0.1105036363
1423	0.11048899
1424	0.1104728312
1425	0.1104565848
1426	0.1104419796
1427	0.1104216099
1428	0.1104048591
1429	0.1103881806
1430	0.1103672763
1431	0.1103464785
1432	0.1103243511
1433	0.1103047252
1434	0.1102873755
1435	0.1102691928
1436	0.1102490121
1437	0.1102292166
1438	0.1102147193
1439	0.1101948147
1440	0.1101749154
1441	0.1101545738
1442	0.1101372461
1443	0.1101224277
1444	0.1101007766
1445	0.1100854631
1446	0.1100650123
1447	0.1100512537
1448	0.1100352817
1449	0.1100092727
1450	0.1099896592
1451	0.1099712549
1452	0.109957229
1453	0.1099419731
1454	0.1099285375
1455	0.1099086634
1456	0.1098955995
1457	0.1098742425
1458	0.1098607214
1459	0.1098371438
1460	0.1098167514
1461	0.1098010716
1462	0.109787347
1463	0.1097691829
1464	0.1097512934
1465	0.109732546
1466	0.1097151659
1467	0.1096980261
1468	0.109683065
1469	0.1096671039
1470	0.1096474837
1471	0.1096283138
1472	0.1096168069
1473	0.1096047442
1474	0.1095851549
1475	0.109570347
1476	0.1095613176
1477	0.1095481796
1478	0.1095331455
1479	0.109516225
1480	0.1095040781
1481	0.1094802306
1482	0.1094695944
1483	0.1094586729
1484	0.1094409019
1485	0.1094214377
1486	0.1094040074
1487	0.1093843771
1488	0.1093639214
1489	0.1093462481
1490	0.1093275749
1491	0.1093074671
1492	0.109288918
1493	0.1092759892
1494	0.1092640486
1495	0.1092543796
1496	0.1092325351
1497	0.1092147848
1498	0.1092004114
1499	0.1091789596
1500	0.1091657807
1501	0.109139683
1502	0.1091186351
1503	0.1090979509
1504	0.1090753282
1505	0.1090584229
1506	0.1090442077
1507	0.1090353495
1508	0.1090226373
1509	0.1089977353
1510	0.1089775528
