iter	RMSE
1511	0.1089534955
1512	0.1089336621
1513	0.1089136609
1514	0.1088912932
1515	0.1088807722
1516	0.1088611812
1517	0.1088393128
1518	0.1088233555
1519	0.1088030703
1520	0.1087886716
1521	0.1087681668
1522	0.1087494741
1523	0.1087280273
1524	0.1087088523
1525	0.1086991038
1526	0.1086867977
1527	0.1086735741
1528	0.1086621657
1529	0.1086452835
1530	0.1086289513
1531	0.1086171086
1532	0.1085942207
1533	0.1085838819
1534	0.1085677542
1535	0.10855313
1536	0.1085340198
1537	0.108511436
1538	0.1084939438
1539	0.1084784097
1540	0.1084599511
1541	0.1084440409
1542	0.1084270241
1543	0.1084105782
1544	0.1083905125
1545	0.1083798776
1546	0.1083596809
1547	0.1083467409
1548	0.108333342
1549	0.108315563
1550	0.1082941278
1551	0.1082795629
1552	0.1082568598
1553	0.1082414588
1554	0.1082262239
1555	0.1082120629
1556	0.1082008959
1557	0.1081888406
1558	0.108170652
1559	0.1081533052
1560	0.1081382558
1561	0.1081277044
1562	0.1081067469
1563	0.1080919252
1564	0.1080772693
1565	0.1080641062
1566	0.1080482672
1567	0.1080308208
1568	0.1080133522
1569	0.1079966927
1570	0.1079818262
1571	0.1079732596
1572	0.1079542691
1573	0.1079416981
1574	0.1079203755
1575	0.1079096809
1576	0.10789378
1577	0.1078778846
1578	0.1078584185
1579	0.1078461769
1580	0.1078254638
1581	0.1078147561
1582	0.1077963032
1583	0.1077803335
1584	0.1077640628
1585	0.1077462167
1586	0.1077253008
1587	0.1077073038
1588	0.1076941574
1589	0.1076775828
1590	0.1076611712
1591	0.1076429269
1592	0.1076240739
1593	0.1076097891
1594	0.1075969455
1595	0.1075875411
1596	0.1075740751
1597	0.107556253
1598	0.1075465055
1599	0.1075302573
1600	0.1075141631
1601	0.1074970542
1602	0.1074817656
1603	0.1074696552
1604	0.1074579861
1605	0.1074410207
1606	0.107427487
1607	0.1074085986
1608	0.1073995548
1609	0.1073821409
1610	0.1073642186
1611	0.1073515779
1612	0.1073381115
1613	0.107322848
1614	0.1073136042
1615	0.1072988797
1616	0.1072880977
1617	0.1072701558
1618	0.1072568342
1619	0.1072482829
1620	0.1072319678
1621	0.1072172272
1622	0.1072053375
1623	0.1071860192
1624	0.1071679956
1625	0.1071514758
1626	0.1071350573
1627	0.1071286465
1628	0.1071109805
1629	0.1070949756
1630	0.1070776688
1631	0.1070607733
1632	0.1070454655
1633	0.1070382644
1634	0.1070230234
1635	0.1070074949
1636	0.1069962802
1637	0.1069806768
1638	0.106967404
1639	0.1069587676
1640	0.106938124
1641	0.1069164349
1642	0.1069048065
1643	0.1068925708
1644	0.1068802141
1645	0.1068668643
1646	0.106848596
1647	0.1068372688
1648	0.1068190235
1649	0.1068041363
1650	0.1067873037
1651	0.1067771425
1652	0.1067611231
1653	0.1067473252
1654	0.1067298815
1655	0.1067103293
1656	0.1066995057
1657	0.1066839228
1658	0.1066613991
1659	0.1066431971
1660	0.1066299532
1661	0.1066158607
1662	0.1066077711
1663	0.1065931918
1664	0.1065798783
1665	0.1065680231
1666	0.1065562716
1667	0.1065477027
1668	0.1065356491
1669	0.1065179628
1670	0.1065000873
1671	0.1064804586
1672	0.1064606635
1673	0.1064468371
1674	0.106433366
1675	0.1064212634
1676	0.106406805
1677	0.1063962097
1678	0.1063788279
1679	0.1063616197
1680	0.1063465692
1681	0.1063309887
1682	0.1063185705
1683	0.1063003954
1684	0.1062827976
1685	0.106269905
1686	0.1062489527
1687	0.1062299826
1688	0.1062127208
1689	0.1061994446
1690	0.106185252
1691	0.1061747098
1692	0.1061619418
1693	0.1061475722
1694	0.106133852
1695	0.1061139895
1696	0.1061013406
1697	0.106085147
1698	0.1060722692
1699	0.1060598988
1700	0.1060479086
1701	0.1060339837
1702	0.1060171472
1703	0.1060088107
1704	0.1059942381
1705	0.1059877552
1706	0.1059669222
1707	0.1059516962
1708	0.1059406575
1709	0.1059249412
1710	0.1059069151
1711	0.1058903869
1712	0.1058798201
1713	0.1058728676
1714	0.1058533725
1715	0.105841164
1716	0.1058226886
1717	0.1058084664
1718	0.1057969163
1719	0.1057816938
1720	0.1057690078
1721	0.1057615208
1722	0.1057480103
1723	0.1057298594
1724	0.105720679
1725	0.1057092236
1726	0.1056956806
1727	0.1056782302
1728	0.1056624015
1729	0.1056518294
1730	0.1056332766
1731	0.1056193872
1732	0.105612514
1733	0.1056000339
1734	0.1055833412
1735	0.105573139
1736	0.1055622716
1737	0.1055489629
1738	0.1055400869
1739	0.1055299661
1740	0.105519003
1741	0.1055003123
1742	0.1054818167
1743	0.1054674659
1744	0.1054541937
1745	0.1054434414
1746	0.1054303948
1747	0.1054147966
1748	0.1053986918
1749	0.1053835213
1750	0.1053670773
1751	0.1053496266
1752	0.1053363333
1753	0.1053239914
1754	0.1053107261
1755	0.1052952424
1756	0.105279961
1757	0.1052637243
1758	0.1052554479
1759	0.1052402813
1760	0.1052338973
1761	0.1052155381
1762	0.1051985882
1763	0.1051828721
1764	0.105172976
1765	0.1051655775
1766	0.1051527264
1767	0.1051443232
1768	0.105134404
1769	0.1051188305
1770	0.1051084134
1771	0.1050949567
1772	0.105084675
1773	0.1050701655
1774	0.1050570612
1775	0.1050451896
1776	0.1050296079
1777	0.1050121602
1778	0.1049967089
1779	0.1049791662
1780	0.1049718396
1781	0.1049593857
1782	0.1049423906
1783	0.1049259024
1784	0.1049115487
1785	0.1049040234
1786	0.1048840802
1787	0.1048675101
1788	0.104854768
1789	0.1048433934
1790	0.1048300197
1791	0.1048159786
1792	0.1048022995
1793	0.1047953918
1794	0.1047829834
1795	0.1047665899
1796	0.104755564
1797	0.1047412437
1798	0.104731383
1799	0.1047216554
1800	0.1047070043
1801	0.1046990998
1802	0.1046817503
1803	0.1046706587
1804	0.1046555162
1805	0.1046440866
1806	0.1046322235
1807	0.1046157361
1808	0.1045999002
1809	0.1045895156
1810	0.1045755412
1811	0.1045647667
1812	0.10455013
1813	0.1045400359
1814	0.1045264806
1815	0.1045153478
1816	0.1044964671
1817	0.1044824414
1818	0.1044669385
1819	0.1044566816
1820	0.1044499891
1821	0.10443258
1822	0.1044173769
1823	0.1044081048
1824	0.1044000739
1825	0.1043923092
1826	0.1043729572
1827	0.1043658202
1828	0.1043513035
1829	0.1043400166
1830	0.1043223077
1831	0.1043078408
1832	0.1042980301
1833	0.1042908233
1834	0.1042740607
1835	0.1042613358
1836	0.1042531591
1837	0.1042415654
1838	0.1042328176
1839	0.1042257428
1840	0.1042057844
1841	0.1041904683
1842	0.1041751753
1843	0.1041596001
1844	0.1041399397
1845	0.104130837
1846	0.1041175681
1847	0.1041049673
1848	0.1040877179
1849	0.1040739759
1850	0.1040518582
1851	0.1040404393
1852	0.1040294725
1853	0.1040156441
1854	0.1040036734
1855	0.1039889132
1856	0.1039780374
1857	0.1039648764
1858	0.1039589153
1859	0.1039437786
1860	0.1039246444
1861	0.1039111216
1862	0.1038996315
1863	0.1038858951
1864	0.1038739546
1865	0.1038637102
1866	0.1038503569
1867	0.1038414782
1868	0.1038287987
1869	0.1038092022
1870	0.103790282
1871	0.1037733312
1872	0.1037603064
1873	0.1037480112
1874	0.1037421564
1875	0.1037276087
1876	0.1037110085
1877	0.1036956271
1878	0.1036775282
1879	0.1036663486
1880	0.1036502734
1881	0.1036443065
1882	0.1036382754
1883	0.1036314855
1884	0.1036249775
1885	0.103620492
1886	0.103607199
1887	0.1036006437
1888	0.1035873494
1889	0.1035740318
1890	0.1035635557
1891	0.1035531134
1892	0.1035427281
1893	0.1035330338
1894	0.1035174996
1895	0.1035001565
1896	0.1034860382
1897	0.10347093
1898	0.1034574942
1899	0.1034473102
1900	0.1034336639
1901	0.1034222347
1902	0.1034076594
1903	0.1033922597
1904	0.1033815692
1905	0.1033669522
1906	0.1033528373
1907	0.1033381485
1908	0.1033223973
1909	0.1033105272
1910	0.103295961
1911	0.1032892535
1912	0.1032753051
1913	0.1032607816
1914	0.1032527951
1915	0.1032468032
1916	0.1032364025
1917	0.1032224123
1918	0.103216455
1919	0.1032082625
1920	0.1031940293
1921	0.1031841136
1922	0.1031686437
1923	0.1031547852
1924	0.1031441262
1925	0.1031347557
1926	0.103128865
1927	0.1031125355
1928	0.103104113
1929	0.1030857714
1930	0.1030708722
1931	0.1030617741
1932	0.1030501393
1933	0.1030339857
1934	0.1030246101
1935	0.1030070369
1936	0.1029969224
1937	0.1029848752
1938	0.1029689623
1939	0.1029596999
1940	0.1029453327
1941	0.1029284724
1942	0.1029169286
1943	0.1029070131
1944	0.1028969542
1945	0.102889379
1946	0.1028759594
1947	0.1028672509
1948	0.1028505285
1949	0.1028368473
1950	0.1028232473
1951	0.1028125123
1952	0.1027988611
1953	0.1027815182
1954	0.1027749741
1955	0.1027652981
1956	0.1027586035
1957	0.1027472493
1958	0.1027304145
1959	0.1027200512
1960	0.102709707
1961	0.1026981829
1962	0.1026840947
1963	0.1026682352
1964	0.1026608879
1965	0.102654877
1966	0.102642503
1967	0.1026269083
1968	0.1026105767
1969	0.1025994912
1970	0.1025895933
1971	0.1025723269
1972	0.1025584707
1973	0.1025485673
1974	0.102535079
1975	0.1025223863
1976	0.1025110725
1977	0.1024999227
1978	0.1024787517
1979	0.1024639328
1980	0.1024478392
1981	0.1024314094
1982	0.1024159918
1983	0.1024050683
1984	0.1023941016
1985	0.102383852
1986	0.10236784
1987	0.10235105
1988	0.1023337535
1989	0.1023290966
1990	0.1023232378
1991	0.1023121086
1992	0.1022955708
1993	0.102283644
1994	0.1022707971
1995	0.1022560102
1996	0.1022404728
1997	0.1022284525
1998	0.1022120436
1999	0.1022024878
2000	0.1021900245
2001	0.1021844692
2002	0.1021701118
2003	0.1021563977
2004	0.1021437293
2005	0.1021389808
2006	0.1021286979
2007	0.1021163574
2008	0.1020989024
2009	0.1020908006
2010	0.1020812547
2011	0.1020757722
2012	0.102070322
2013	0.1020611114
2014	0.1020562146
2015	0.1020468725
2016	0.1020310457
2017	0.1020154549
2018	0.1020019996
2019	0.1019858854
2020	0.101971233
2021	0.1019584537
2022	0.1019455654
2023	0.1019343496
2024	0.1019223939
2025	0.1019102701
2026	0.1019039174
2027	0.1018920882
2028	0.1018803623
2029	0.1018708464
2030	0.1018581327
2031	0.101852521
2032	0.1018402769
2033	0.1018265766
2034	0.1018110945
2035	0.1018049821
2036	0.1017922308
2037	0.1017813285
2038	0.1017743459
2039	0.101760977
2040	0.1017557073
2041	0.1017465121
2042	0.101732837
2043	0.1017187634
2044	0.1017029673
2045	0.101688607
2046	0.1016744845
2047	0.101669111
2048	0.101653275
2049	0.1016405654
2050	0.1016268159
2051	0.1016111489
2052	0.1015962267
2053	0.1015823601
2054	0.1015672471
2055	0.1015545214
2056	0.1015425087
2057	0.1015375534
2058	0.1015241643
2059	0.101513968
2060	0.1015040276
2061	0.1014887197
2062	0.1014715603
2063	0.1014612349
2064	0.101451977
2065	0.101444166
2066	0.1014292946
2067	0.1014239802
2068	0.1014118141
2069	0.1013995379
2070	0.1013952265
2071	0.1013862471
2072	0.1013802188
2073	0.1013689772
2074	0.1013574463
2075	0.1013446685
2076	0.1013354257
2077	0.1013225545
2078	0.1013113914
2079	0.1013050034
2080	0.1012914085
2081	0.1012778481
2082	0.1012696489
2083	0.101256551
2084	0.1012444567
2085	0.1012298621
2086	0.1012186928
2087	0.1012113453
2088	0.1012004249
2089	0.101190801
2090	0.1011857478
2091	0.101179792
2092	0.1011677792
2093	0.1011537252
2094	0.1011460188
2095	0.1011415785
2096	0.1011301031
2097	0.101116741
2098	0.1011068238
2099	0.1010970942
2100	0.101082158
2101	0.1010711879
2102	0.1010612964
2103	0.101048547
2104	0.1010358315
2105	0.1010244371
2106	0.1010093826
2107	0.1009977624
2108	0.1009795147
2109	0.1009672668
2110	0.1009560489
2111	0.1009446768
2112	0.1009330017
2113	0.1009208018
2114	0.100909628
2115	0.1009026578
2116	0.100892778
2117	0.1008801102
2118	0.1008751807
2119	0.1008639483
2120	0.1008495887
2121	0.100841207
2122	0.1008285945
2123	0.1008179949
2124	0.1008131023
2125	0.1008044651
2126	0.1007953816
2127	0.1007815248
2128	0.100769543
2129	0.1007551811
2130	0.1007503232
2131	0.1007365244
2132	0.1007222076
2133	0.1007122452
2134	0.1007032599
2135	0.1006980942
2136	0.1006836439
2137	0.1006710934
2138	0.1006658387
2139	0.100655637
2140	0.1006437647
2141	0.1006397798
2142	0.1006299095
2143	0.1006152633
2144	0.10060269
2145	0.100590497
2146	0.1005775711
2147	0.1005648777
2148	0.1005543531
2149	0.1005362503
2150	0.1005259945
2151	0.1005207689
2152	0.1005079471
2153	0.1004968388
2154	0.1004835247
2155	0.1004721757
2156	0.1004586287
2157	0.1004523405
2158	0.1004388976
2159	0.100425023
2160	0.1004200237
2161	0.1004128997
2162	0.1003976116
2163	0.1003894027
2164	0.1003769039
2165	0.1003680403
2166	0.1003559681
2167	0.1003455334
2168	0.1003349363
2169	0.1003230269
2170	0.1003083054
2171	0.1002943146
2172	0.1002835986
2173	0.1002743876
2174	0.1002635253
2175	0.1002534211
2176	0.1002429575
2177	0.1002368018
2178	0.1002229263
2179	0.1002105192
2180	0.1001980138
2181	0.1001861123
2182	0.1001765271
2183	0.1001651598
2184	0.1001508724
2185	0.1001446481
2186	0.1001334859
2187	0.1001247239
2188	0.1001103603
2189	0.1001009549
2190	0.1000885994
2191	0.1000756162
2192	0.1000651578
2193	0.1000494365
2194	0.1000361069
2195	0.1000265463
2196	0.1000170286
2197	0.1000033396
2198	0.09998370814
2199	0.09997317213
2200	0.09996242781
2201	0.09995072961
2202	0.09993702868
2203	0.09993236257
2204	0.09992772394
2205	0.09991903608
2206	0.0999083935
2207	0.09990149256
2208	0.09989687969
2209	0.0998829582
2210	0.09987246333
2211	0.09985964362
2212	0.09984780739
2213	0.0998308567
2214	0.09982627764
2215	0.09981686268
2216	0.09980752388
2217	0.099797799
2218	0.09978808768
2219	0.09977646972
2220	0.09976364323
2221	0.09975192737
2222	0.09974115159
2223	0.09973661677
2224	0.09972458689
2225	0.09971195815
2226	0.09969843089
2227	0.09968557818
2228	0.099677553
2229	0.09967283357
2230	0.09965647573
2231	0.09964725703
2232	0.09963344576
2233	0.09962896508
2234	0.09961805959
2235	0.09960431931
2236	0.09959217488
2237	0.09958094489
2238	0.09956848535
2239	0.09955541068
2240	0.09954312555
2241	0.09953661092
2242	0.09953085142
2243	0.09952462327
2244	0.09951387867
2245	0.0994991626
2246	0.09948488115
2247	0.09947131475
2248	0.09945609661
2249	0.09944981191
2250	0.09943469001
2251	0.0994245479
2252	0.09941433837
2253	0.09940363418
2254	0.09939421635
2255	0.09938079688
2256	0.0993686839
2257	0.09935702159
2258	0.09934674692
2259	0.09933269862
2260	0.09931982127
2261	0.09930672729
2262	0.09929479073
2263	0.09928337321
2264	0.09927632294
2265	0.09926397348
2266	0.09925079323
2267	0.09924182456
2268	0.09922799879
2269	0.09921178404
2270	0.09920564704
2271	0.09919184012
2272	0.09917916619
2273	0.09916854397
2274	0.09915413995
2275	0.09914445991
2276	0.09914003256
2277	0.09912788768
2278	0.09911439933
2279	0.09910365047
2280	0.09908706801
2281	0.0990788758
2282	0.09907447395
2283	0.09906322373
2284	0.0990537132
2285	0.09904247448
2286	0.09903205534
2287	0.09902323909
2288	0.09901532238
2289	0.0990028944
2290	0.09899328981
2291	0.09898892877
2292	0.09897869281
2293	0.09897435755
2294	0.09896419711
2295	0.09895296785
2296	0.09894055956
2297	0.09892956538
2298	0.0989200482
2299	0.09891573792
2300	0.09890470026
2301	0.09889376624
2302	0.09888948183
2303	0.09887392997
2304	0.0988594744
2305	0.09884815096
2306	0.09884389565
2307	0.09883235501
2308	0.09881688542
2309	0.09880576031
2310	0.0987942078
2311	0.09878565203
2312	0.09877145813
2313	0.09876138436
2314	0.09875062476
2315	0.09873867448
2316	0.09872822263
2317	0.09871842371
2318	0.09870761773
2319	0.09869746487
2320	0.09868502777
2321	0.09867264776
2322	0.0986605657
2323	0.09865283167
2324	0.0986454132
2325	0.09863378521
2326	0.09861801939
2327	0.09860864861
2328	0.09859703462
2329	0.09859281763
2330	0.09857995505
2331	0.09856996763
2332	0.09855692993
2333	0.09854632243
2334	0.09853584531
2335	0.09852429376
2336	0.09851216965
2337	0.09850021526
2338	0.09848752348
2339	0.09847827287
2340	0.09846700986
2341	0.09845541088
2342	0.09844323002
2343	0.09843776932
2344	0.09842983659
2345	0.09842565613
2346	0.09841299909
2347	0.0984066251
2348	0.09839560327
2349	0.09838427511
2350	0.0983801239
2351	0.09837019119
2352	0.09835990676
2353	0.09834996674
2354	0.09834584316
2355	0.09833370501
2356	0.09832448035
2357	0.09831421274
2358	0.09830165477
2359	0.09829755882
2360	0.09828519487
2361	0.09828112296
2362	0.09827198772
2363	0.09825807607
2364	0.09825082147
2365	0.09824677924
2366	0.098233892
2367	0.09822537624
2368	0.09821417536
2369	0.09820327602
2370	0.09819363003
2371	0.0981819848
2372	0.09817422795
2373	0.09816430665
2374	0.0981561986
2375	0.09814782723
2376	0.09813527497
2377	0.09812299663
2378	0.09810755794
2379	0.09810354481
2380	0.09809955531
2381	0.09808913912
2382	0.09807762106
2383	0.0980735749
2384	0.09806104237
2385	0.09804930945
2386	0.09803604995
2387	0.09802500513
2388	0.09801437627
2389	0.0980042
2390	0.09799421301
2391	0.09798187688
2392	0.09797152953
2393	0.09796200081
2394	0.09795113418
2395	0.09794418535
2396	0.09793191023
2397	0.09792053718
2398	0.09791176836
2399	0.09790528657
2400	0.0978951463
2401	0.09788679434
2402	0.09788165984
2403	0.09787112902
2404	0.09785891642
2405	0.09785107881
2406	0.09784053929
2407	0.09783660135
2408	0.09782627516
2409	0.09780961962
2410	0.09780570377
2411	0.0977945101
2412	0.09778697812
2413	0.09777514441
2414	0.09776430441
2415	0.09775428605
2416	0.09774492599
2417	0.0977276228
2418	0.09771910497
2419	0.09770713633
2420	0.09769962234
2421	0.09768897668
2422	0.09767964414
2423	0.09766896358
2424	0.09765746208
2425	0.09764798458
2426	0.09764408728
2427	0.09763645622
2428	0.09762663126
2429	0.0976154349
2430	0.09760445912
2431	0.09760058224
2432	0.09759193996
2433	0.09758168786
2434	0.09757783474
2435	0.0975691212
2436	0.09756020009
2437	0.09754855021
2438	0.09753209447
2439	0.09752451153
2440	0.09751751539
2441	0.09751368823
2442	0.09750186941
2443	0.0974980647
2444	0.09748645821
2445	0.09747608491
2446	0.09746648975
2447	0.09745838229
2448	0.09744636503
2449	0.09743843756
2450	0.09742912846
2451	0.09742029288
2452	0.09740997349
2453	0.09739726464
2454	0.09738765216
2455	0.09737839543
2456	0.09737118149
2457	0.09735709156
2458	0.09734648422
2459	0.09733613281
2460	0.09732820948
2461	0.09732018411
2462	0.09730711095
2463	0.09729763514
2464	0.09728950346
2465	0.0972857308
2466	0.09727622172
2467	0.09726578772
2468	0.09726267955
2469	0.09724953808
2470	0.09723651211
2471	0.09722597432
2472	0.09721711606
2473	0.09720399089
2474	0.09719217428
2475	0.09718076066
2476	0.09716690143
2477	0.0971559622
2478	0.09714304616
2479	0.0971314413
2480	0.09712418826
2481	0.09712110786
2482	0.09711428344
2483	0.09710149714
2484	0.09709239681
2485	0.09708217076
2486	0.0970707534
2487	0.09705595056
2488	0.09705267016
2489	0.09704250243
2490	0.09702941234
2491	0.09701927595
2492	0.09701196364
2493	0.09700826476
2494	0.09699697902
2495	0.09698785979
2496	0.09697880342
2497	0.09697391341
2498	0.09696346473
2499	0.09695511868
2500	0.09694547496
2501	0.09693529616
2502	0.09692265927
2503	0.09691561295
2504	0.09690742829
2505	0.09690419606
2506	0.09689639171
2507	0.0968856832
2508	0.0968752759
2509	0.09685939176
2510	0.09684932217
2511	0.09683897476
2512	0.09683037174
2513	0.09681964055
2514	0.09680911241
2515	0.09680545948
2516	0.09679539691
2517	0.096784212
2518	0.09677426628
2519	0.09676297807
2520	0.09675296321
2521	0.09673845157
2522	0.09672457438
2523	0.09672094253
2524	0.09671424156
2525	0.09670475663
2526	0.09669527117
2527	0.09668163023
2528	0.09667064585
2529	0.09665936328
2530	0.09664894008
2531	0.09663687222
2532	0.09662754387
2533	0.09662184967
2534	0.09661211633
2535	0.09659553897
2536	0.09658567233
2537	0.09657584499
2538	0.09656540537
2539	0.0965545726
2540	0.09654566898
2541	0.09654261971
2542	0.09653248014
2543	0.09652254255
2544	0.09651535846
2545	0.09650223424
2546	0.09649318925
2547	0.09648960914
2548	0.09647960881
2549	0.09646767665
2550	0.09645754934
2551	0.09644832346
2552	0.09643759353
2553	0.09642878631
2554	0.09641934096
2555	0.09640789403
2556	0.09639945052
2557	0.09638978902
2558	0.09637905043
2559	0.09636797823
2560	0.09635790636
2561	0.09634833131
2562	0.09633643889
2563	0.09633104292
2564	0.09631824643
2565	0.09630839744
2566	0.09629969918
2567	0.09629615361
2568	0.0962850742
2569	0.09627250255
2570	0.09626414596
2571	0.09625278809
2572	0.09624618094
2573	0.09623355693
2574	0.09622349089
2575	0.09622049927
2576	0.0962169952
2577	0.09620532807
2578	0.09619572766
2579	0.09618662639
2580	0.09617996537
2581	0.0961703345
2582	0.09615907011
2583	0.09614915031
2584	0.0961360184
2585	0.09612348061
2586	0.09611345049
2587	0.09610997313
2588	0.09610160373
2589	0.09609187456
2590	0.09608351978
2591	0.09608006212
2592	0.09607047007
2593	0.09605943412
2594	0.09605064657
2595	0.09604081456
2596	0.09602979712
2597	0.09601589005
2598	0.09600262087
2599	0.09599297976
2600	0.09598522708
2601	0.09597557546
2602	0.09596274437
2603	0.0959522705
2604	0.09593938717
2605	0.09592360729
2606	0.09591622794
2607	0.0959054468
2608	0.09589512304
2609	0.09588279493
2610	0.09587270066
2611	0.09586300922
2612	0.09585017543
2613	0.09584061694
2614	0.09583302862
2615	0.09581973918
2616	0.09580969055
2617	0.09579761356
2618	0.09578740441
2619	0.09577586193
2620	0.09576792848
2621	0.09576132473
2622	0.09575791115
2623	0.09574856917
2624	0.09574154616
2625	0.09573196962
2626	0.09572503723
2627	0.09571799222
2628	0.09571509716
2629	0.09570578386
2630	0.09569438186
2631	0.09568774613
2632	0.09567852044
2633	0.09566792906
2634	0.09565787571
2635	0.09565333308
2636	0.09564399451
2637	0.09563672054
2638	0.09562829008
2639	0.09561756771
2640	0.0956100486
2641	0.09559853468
2642	0.09558978779
2643	0.09557883015
2644	0.09556648742
2645	0.09556312807
2646	0.09555173277
2647	0.09554210799
2648	0.09553774772
2649	0.09552916959
2650	0.09551967906
2651	0.09551210232
2652	0.09550150447
2653	0.09549285751
2654	0.09548386035
2655	0.09547582252
2656	0.09546575376
2657	0.09545315784
2658	0.09544550492
2659	0.09543755847
2660	0.09542187706
2661	0.09541904596
2662	0.09540792681
2663	0.0953988052
2664	0.09539290797
2665	0.09538337045
2666	0.09537403615
2667	0.09536962126
2668	0.09536130152
2669	0.09535253785
2670	0.09534364961
2671	0.09534093157
2672	0.09533157588
2673	0.09531926051
2674	0.09531223048
2675	0.09530039187
2676	0.09529358926
2677	0.09528562912
2678	0.0952739777
2679	0.09525848945
2680	0.09525111301
2681	0.09523940968
2682	0.0952320402
2683	0.09522357852
2684	0.09520774262
2685	0.09519842299
2686	0.09519367878
2687	0.09518540806
2688	0.09518212866
2689	0.09517060189
2690	0.09516332782
2691	0.09515450314
2692	0.09514542728
2693	0.09513438519
2694	0.09512232977
2695	0.09511907282
2696	0.09510648183
2697	0.09510263456
2698	0.09509276057
2699	0.09508627166
2700	0.09507790563
2701	0.09506963771
2702	0.095061793
2703	0.09505363724
2704	0.09504332017
2705	0.09503693156
2706	0.09502704367
2707	0.09502127734
2708	0.09501536695
2709	0.0950081999
2710	0.09499883464
2711	0.09499079228
2712	0.09497937468
2713	0.09496772456
2714	0.0949595661
2715	0.0949500134
2716	0.09494084955
2717	0.09493062514
2718	0.09492293161
2719	0.0949157819
2720	0.09490370975
2721	0.09489503446
2722	0.09488567933
2723	0.09487819108
2724	0.09487269193
2725	0.09486513567
2726	0.09485609252
2727	0.09484312592
2728	0.09483051404
2729	0.09482407984
2730	0.09480824251
2731	0.09480091609
2732	0.09479168504
2733	0.09478415184
2734	0.09477363854
2735	0.09476376791
2736	0.09475507341
2737	0.09474754468
2738	0.09473799483
2739	0.09472991226
2740	0.09472274298
2741	0.09471457397
2742	0.09470723488
2743	0.09469962188
2744	0.09468836382
2745	0.09467670542
2746	0.09467409155
2747	0.09466551725
2748	0.09465059074
2749	0.09464009276
2750	0.09463292933
2751	0.09462738773
2752	0.09462147611
2753	0.09461830406
2754	0.09460532112
2755	0.09460216763
2756	0.0945938296
2757	0.09458426362
2758	0.0945756482
2759	0.09456836953
2760	0.09456087724
2761	0.09454999371
2762	0.09454108859
2763	0.09453208047
2764	0.09452099927
2765	0.09451000264
2766	0.09450354161
2767	0.09449476276
2768	0.09448468093
2769	0.09447298813
2770	0.0944613783
2771	0.09445235955
2772	0.09444340101
2773	0.09443516721
2774	0.09442464952
2775	0.09441452449
2776	0.09440708203
2777	0.09439755601
2778	0.09438826903
2779	0.09437905231
2780	0.09437041225
2781	0.09436267695
2782	0.09435679617
2783	0.09435367916
2784	0.09434345498
2785	0.09433001294
2786	0.09432552317
2787	0.09431655384
2788	0.09430887452
2789	0.09430075272
2790	0.094297653
2791	0.09428962539
2792	0.09427797445
2793	0.09426997007
2794	0.09426140846
2795	0.09425127726
2796	0.09424208817
2797	0.09423134251
2798	0.09422408326
2799	0.09421266257
2800	0.09420395385
2801	0.09419509731
2802	0.09419202097
2803	0.09418142818
2804	0.09417138202
2805	0.09416336543
2806	0.09415582456
2807	0.09414588107
2808	0.09413540733
2809	0.09412799772
2810	0.09412005291
2811	0.09411001762
2812	0.09410011472
2813	0.09409100582
2814	0.0940814627
2815	0.09407619962
2816	0.09406448132
2817	0.09404986109
2818	0.09403870567
2819	0.09403012952
2820	0.09401764124
2821	0.09401031455
2822	0.09400179691
2823	0.09398762221
2824	0.09397592211
2825	0.09396700796
2826	0.09396396602
2827	0.09395212264
2828	0.09394648632
2829	0.09393657611
2830	0.09392715566
2831	0.09391884466
2832	0.09390768672
2833	0.09390004221
2834	0.09389224302
2835	0.09388424935
2836	0.09387419782
2837	0.09386297212
2838	0.093854171
2839	0.09384094374
2840	0.09382976505
2841	0.09382097679
2842	0.09380659525
2843	0.09379911274
2844	0.09378881978
2845	0.09378172374
2846	0.09377151946
2847	0.09376085665
2848	0.09375333613
2849	0.09374587639
2850	0.09373924624
2851	0.09373391991
2852	0.09372489025
2853	0.0937161942
2854	0.09370810834
2855	0.09369311801
2856	0.09369010011
2857	0.09368376661
2858	0.09367598758
2859	0.09366966906
2860	0.09366475324
2861	0.09365304721
2862	0.09364462548
2863	0.09363978196
2864	0.09363013375
2865	0.09362226605
2866	0.09361451409
2867	0.09360290464
2868	0.09359432691
2869	0.09358058451
2870	0.09356847368
2871	0.09355841585
2872	0.09354741601
2873	0.09353641445
2874	0.09353378592
2875	0.09353081833
2876	0.09352270793
2877	0.09351459256
2878	0.09350288144
2879	0.09349232578
2880	0.0934873358
2881	0.09347996511
2882	0.09347283591
2883	0.09346198188
2884	0.09345373577
2885	0.09344477121
2886	0.0934300457
2887	0.09342103102
2888	0.0934098544
2889	0.09340237236
2890	0.09339256829
2891	0.09338417014
2892	0.0933747621
2893	0.09336369608
2894	0.09335058492
2895	0.09334223483
2896	0.09333393801
2897	0.09332006627
2898	0.09330938284
2899	0.09330123823
2900	0.09328986363
2901	0.09327532486
2902	0.09326393547
2903	0.09325522489
2904	0.09324585354
2905	0.09323805468
2906	0.09322984511
2907	0.09322049887
2908	0.09321309762
2909	0.09320604288
2910	0.09319611957
2911	0.0931861089
2912	0.09317909921
2913	0.09317085682
2914	0.09316732669
2915	0.09315797028
2916	0.09314932885
2917	0.09313607241
